ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE	DATASET
16972	spread out	eseejja	e-pi-hahi-nee_anahe	e-pi-hahi-nee anahe	e + p i + h a h i + n e e + a n a h e	6621	6208	( e + - - - - - - ) p i ( + h a h i + n e e + a n a h e )		None	girardprototakanan
16973	spread out	eseejja	kea-pí	kea-pí	k e a + p !í/i	6621	6208	( k e a + - - - - ) p !í/i ( - - - - - - - - - - - - - - - )		None	girardprototakanan
16974	spread out	eseejja	e-pi-nee	e-pi-nee	e + p i + n e e	6621	6208	( e + - - - - - - ) p i ( + n e e - - - - - - - - - - - )		None	girardprototakanan
16975	spread out	eseejja	xa-neke-pi-ki-yo-	xa-neke-pi-ki-yo-	x a + n e k e + p i + k i + j o	6621	6208	( x a + n e k e + ) p i ( + k i + j o - - - - - - - - - )		None	girardprototakanan
16976	toucan	prototakana	pica	pica	p i ʈʂ a	6622	5241	p i ʈʂ a		or *pija | loan?	girardprototakanan girardprotopanotakanan
16977	toucan	tacana	pica	pica	p i ʈʂ a	6622	5241	p i ʈʂ a		piřa?	girardprototakanan
16978	toucan	warisa	pila	pila	p i l a	6622	5241	p i l a		None	girardprototakanan
16979	toucan	eseejja	piša	piša	p i ʃ a	6622	5241	p i ʃ a		None	girardprototakanan
16980	ligoso	prototakana	pidi	pidi	p i d i	6623	6210	p i d i ( - - - - - - )		None	girardprototakanan
16981	ligoso	tacana	pidi-da	pidi-da	p i d i + d a	6623	6210	p i d i ( + d a - - - )		None	girardprototakanan
16982	ligoso	cavinena	pidi-da-ke	pidi-da-ke	p i d i + d a + k e	6623	6210	p i d i ( + d a + k e )		None	girardprototakanan
16983	arrow	prototakana	pisa	pisa	p i s a	6624	5238	p i s a		The Takanan form has some peculiarities: Kav has piya and not the expected piha.	girardprototakanan
16984	arrow	tacana	pisa	pisa	p i s a	6624	5238	p i s a		None	girardprototakanan
16985	arrow	warisa	pidha	pidha	p i ð a	6624	5238	p i ð a		None	girardprototakanan
16986	arrow	cavinena	piya	piya	p i j a	6624	5238	p i j a		None	girardprototakanan
16987	arrow	arasa	pia	pia	p i a	6624	5238	p i - a		None	girardprototakanan
16988	neck	prototakana	piti	piti	p i t i	6626	6213	( - - ) p i t i ( - - - - - )		or *tipi	girardprototakanan
16989	neck	tacana	e-tipi	e-tipi	e + t i p i	6627	6214	( e + ) t i p ( - ) i ( - - - - - )		None	girardprototakanan
16990	neck	warisa	etípi	etípi	e t !í/i p i	6628	6215	e t !í/i p i		None	girardprototakanan
16991	neck	warisa	etippi	etippi	e t i p p i	6629	6216	( e - ) t i p ( p ) i ( - - - - - )		None	girardprototakanan
16992	neck	cavinena	e-piti	e-piti	e + p i t i	6626	6213	( e + ) p i t i ( - - - - - )		None	girardprototakanan
16993	neck	cavinena	e-piti-kani	e-piti-kani	e + p i t i + k a n i	6626	6213	( e + ) p i t i ( + k a n i )		None	girardprototakanan
16994	neck	cavinena	piti-tibu	piti-tibu	p i t i + t i b u	6626	6213	( - - ) p i t i ( + t i b u )		None	girardprototakanan
16995	neck	eseejja	e-piki	e-piki	e + p i k i	6626	6213	( e + ) p i k i ( - - - - - )		None	girardprototakanan
16996	neck	eseejja	e-piti	e-piti	e + p i t i	6626	6213	( e + ) p i t i ( - - - - - )		None	girardprototakanan
16997	untie	prototakana	pizu	pizu	p i z u	6630	6217	p i z u ( - - - - - )		None	girardprototakanan
16998	untie	tacana	pidu-tahi	pidu-tahi	p i d u + t a h i	6630	6217	p i d u ( + t a h i )		None	girardprototakanan
16999	untie	tacana	pidhe-	pidhe-	p i ð e	6631	6218	p i ð e ( - - - - - )		None	girardprototakanan
17000	untie	cavinena	piso-	piso-	p i s o	6630	6217	p i s o ( - - - - - )		None	girardprototakanan
17001	iguana	prototakana	pizuzu	pizuzu	p i z u z u	6632	6219	p i z u z u ( - - - - - )		None	girardprototakanan
17002	iguana	tacana	pidhudhu	pidhudhu	p i ð u ð u	6632	6219	p i ð u ð u ( - - - - - )		None	girardprototakanan
17003	iguana	cavinena	pisoso	pisoso	p i s o s o	6632	6219	p i s o s o ( - - - - - )		None	girardprototakanan
17004	iguana	cavinena	pisoso-bakwa	pisoso-bakwa	p i s o s o + b a kʷ a	6632	6219	p i s o s o ( + b a kʷ a )		None	girardprototakanan
17005	fist	prototakana	pu-	pu-	p u	6633	6220	p u -		None	girardprototakanan
17006	fist	tacana	pu-či-pu-či-a-	pu-či-pu-či-a-	p u + tʃ i + p u + tʃ i + a	6633	6220	p u - + tʃ i + p u + tʃ i + a )		None	girardprototakanan
17007	fist	tacana	ha-me-pu-či-ti	ha-me-pu-či-ti	h a + m e + p u + tʃ i + t i	6633	6220	h a - + m e + ) p u ( + tʃ i + t i - - - - - )		None	girardprototakanan
17008	fist	cavinena	e-bi-po-kaka	e-bi-po-kaka	e + b i + p o + k a k a	6634	6221	( e + b i + - ) p o ( + k a k a - - - - - - )		None	girardprototakanan
17009	fist	cavinena	e-bi-po-kaka-ti-a-	e-bi-po-kaka-ti-a-	e + b i + p o + k a k a + t i + a	6635	6222	( e + b i + - ) p o ( + k a k a + t i + a - )		None	girardprototakanan
17010	fist	cavinena	pu-kaka-da	pu-kaka-da	p u + k a k a + d a	6633	6220	p u - + k a k a + d a - - - )		None	girardprototakanan
17011	peel	prototakana	pu-	pu-	p u	6633	6220	p u -		None	girardprototakanan
17012	peel	tacana	pu-si	pu-si	p u + s i	6633	6220	p u - + s i - - - - - - - - )		None	girardprototakanan
17013	peel	tacana	pu-pu-	pu-pu-	p u + p u	6633	6220	p u - + p u - - - - - - - - )		None	girardprototakanan
17014	peel	cavinena	po-hi-	po-hi-	p o + h i	6636	6223	( - - - - - - ) p o ( + h i - - - - - - - - )		None	girardprototakanan
17015	peel	cavinena	e-po-hi	e-po-hi	e + p o + h i	6637	6224	( e + - - - - ) p o ( + h i - - - - - - - - )		None	girardprototakanan
17016	peel	cavinena	po-pi	po-pi	p o + p i	6638	6225	( - - - - - - ) p o ( + - - p i - - - - - - )		None	girardprototakanan
17017	peel	cavinena	e-po-pi	e-po-pi	e + p o + p i	6639	6226	( e + - - - - ) p o ( + p i - - - - - - - - )		None	girardprototakanan
17018	peel	cavinena	po-pi-po-pi	po-pi-po-pi	p o + p i + p o + p i	6641	6228	( - - - - - - ) p o ( + p i + p o + p i - - )		None	girardprototakanan
17019	peel	cavinena	pu-pi-da	pu-pi-da	p u + p i + d a	6633	6220	p u - + p i + d a - - - - - )		None	girardprototakanan
17020	peel	cavinena	pu-ku	pu-ku	p u + k u	6633	6220	p u - + k u - - - - - - - - )		None	girardprototakanan
17021	peel	eseejja	kwea-po-hi-	kwea-po-hi-	kʷ e a + p o + h i	6633	6220	kʷ e a + - - ) p o ( + h i - - - - - - - - )		None	girardprototakanan
17022	peel	eseejja	po-ka-ka-	po-ka-ka-	p o + k a + k a	6633	6220	p o - + k a + k a - - - - - )		None	girardprototakanan
17023	peel	eseejja	po-xexi	po-xexi	p o + x e x i	6633	6220	p o - + x e x i - - - - - - )		None	girardprototakanan
17024	peel	eseejja	po-xexi_po-a-	po-xexi po-a-	p o + x e x i + p o + a	6633	6220	p o - + x e x i + p o + a - )		None	girardprototakanan
17025	to say, to make	prototakana	pu-	pu-	p u	6633	6220	p u -		None	girardprototakanan
17026	to say, to make	tacana	pu	pu	p u	6633	6220	p u -		None	girardprototakanan
17027	transitivizer	eseejja	po-a-	po-a-	p o + a	6633	6220 6670	p o - + - a		None	girardprototakanan
17028	venir,llegar	prototakana	pue	pue	p u e	6642	6229	( - ) p u e ( - - - - - - )		None	girardprototakanan
17029	venir,llegar	tacana	pue-	pue-	p u e	6642	6229	( - ) p u e ( - - - - - - )		None	girardprototakanan
17030	venir,llegar	tacana	pue-hihi	pue-hihi	p u e + h i h i	6642	6229	( - ) p u e ( + h i h i - )		None	girardprototakanan
17031	venir,llegar	warisa	poe-yohe	poe-yohe	p o e + j o h e	6642	6229	( - ) p o e ( + j o h e - )		None	girardprototakanan
17032	venir,llegar	warisa	páyhuhe	páyhuhe	p !á/a j h u h e	6643	6230	p !á/a j h u h e		None	girardprototakanan
17033	venir,llegar	warisa	apueya	apueya	a p u e j a	6642	6229	( a ) p u e ( - j a - - - )		None	girardprototakanan
17034	venir,llegar	eseejja	pos-	pos-	p o s	6644	6231	( - ) p o - ( - s - - - - )		None	girardprototakanan
17035	venir,llegar	eseejja	poe-kwahi-	poe-kwahi-	p o e + kʷ a h i	6642	6229	( - ) p o e ( + kʷ a h i - )		None	girardprototakanan
17036	fold	prototakana	puti	puti	p u t i	6645	6232	p u t i ( - - - - - - - - - )		None	girardprototakanan
17037	fold	tacana	puti-	puti-	p u t i	6645	6232	p u t i ( - - - - - - - - - )		None	girardprototakanan
17038	fold	tacana	e-puti-su	e-puti-su	e + p u t i + s u	6646	6233	( e + ) p u t i ( + s u - - - - - - - - )		None	girardprototakanan
17039	fold	tacana	puti-a	puti-a	p u t i + a	6647	6234	( - - ) p u t i ( + - a - - - - - - - - )		None	girardprototakanan
17040	fold	tacana	puti-kwasu	puti-kwasu	p u t i + kʷ a s u	6648	6235	( - - ) p u t i ( + kʷ a - - s u - - - - )		None	girardprototakanan
17041	fold	tacana	pitu-dha	pitu-dha	p i t u + ð a	6649	6236	( - - ) p i t u ( + ð a - - - - - - - - )		None	girardprototakanan
17042	fold	tacana	puti-pucu	puti-pucu	p u t i + p u ʈʂ u	6650	6237	( - - ) p u t i ( + p u - - ʈʂ u - - - - )		None	girardprototakanan
17043	fold	warisa	puti-he	puti-he	p u t i + h e	6645	6232	p u t i ( + h e - - - - - - )		None	girardprototakanan
17044	fold	warisa	púti	púti	p !ú/u t i	6645	6232	p !ú/u t i ( - - - - - - - - - )		None	girardprototakanan
17045	fold	araona	putibu	putibu	p u t i b u	6645	6232	p u t i ( - b u - - - - - - )		None	girardprototakanan
17046	fold	cavinena	poti-tana	poti-tana	p o t i + t a n a	6651	6238	( - - ) p o t i ( + t a n a - - - - - - )		None	girardprototakanan
17047	fold	cavinena	poti-a-ti-	poti-a-ti-	p o t i + a + t i	6652	6239	( - - ) p o t i ( + - a + - - - t i - - )		None	girardprototakanan
17048	fold	cavinena	puti	puti	p u t i	6645	6232	p u t i ( - - - - - - - - - )		None	girardprototakanan
17049	fold	cavinena	puti-hu	puti-hu	p u t i + h u	6645	6232	p u t i ( + h u - - - - - - )		None	girardprototakanan
17050	fold	cavinena	puti-puti-u	puti-puti-u	p u t i + p u t i + u	6645	6232	p u t i ( + p u - - t i + u )		None	girardprototakanan
17051	fold	cavinena	puti-sa	puti-sa	p u t i + s a	6645	6232	p u t i ( + s a - - - - - - )		None	girardprototakanan
17052	fold	cavinena	puti_tananubi	puti tananubi	p u t i + t a n a n u b i	6645	6232	p u t i ( + t a n a n u b i )		None	girardprototakanan
17053	fold	eseejja	poki-kwahi-	poki-kwahi-	p o k i + kʷ a h i	6645	6232	p o k i ( + kʷ a h i - - - - )		None	girardprototakanan
17054	fold	eseejja	poki-	poki-	p o k i	6645	6232	p o k i ( - - - - - - - - - )		None	girardprototakanan
17055	fold	eseejja	poki-kewaki-	poki-kewaki-	p o k i + k e w a k i	6645	6232	p o k i ( + k e w a - - k i )		None	girardprototakanan
17056	fold	eseejja	pókiani	pókiani	p !ó/o k i a n i	6645	6232	p !ó/o k i ( a n i - - - - - - )		None	girardprototakanan
17057	go	prototakana	pu+...	pu+...	p u	6653	6240	p u ( - - - - - - - - )		None	girardprototakanan
17058	go	tacana	pu-barere	pu-barere	p u + b a r e r e	6653	6240	p u ( + - b a r e r e )		None	girardprototakanan
17059	go	tacana	puidha	puidha	p u i ð a	6653	6240	p u ( - i ð a - - - - )		None	girardprototakanan
17060	go	tacana	pu-na	pu-na	p u + n a	6653	6240	p u ( + - n a - - - - )		None	girardprototakanan
17061	go	tacana	pu-kwasu	pu-kwasu	p u + kʷ a s u	6653	6240	p u ( + - kʷ a s u - - )		None	girardprototakanan
17062	go	tacana	pu-da	pu-da	p u + d a	6653	6240	p u ( + - d a - - - - )		None	girardprototakanan
17063	go	tacana	pu-pe	pu-pe	p u + p e	6653	6240	p u ( + - p e - - - - )		None	girardprototakanan
17064	go	tacana	pu-rihi	pu-rihi	p u + r i h i	6653	6240	p u ( + r i h i - - - )		None	girardprototakanan
17065	reventar	prototakana	pu-	pu-	p u	6633	6220	p u -		*pu2 or *pu3?	girardprototakanan
17066	reventar	tacana	pu-hu-	pu-hu-	p u + h u	6633	6220	p u - + h u - - - - - - - - )		None	girardprototakanan
17067	reventar	cavinena	po-totaša	po-totaša	p o + t o t a ʃ a	6654	6241	( - - - - - - ) p o ( + t o t a ʃ a - - - - )		pututaisa in Armentia	girardprototakanan
17068	reventar	cavinena	pu-kuku	pu-kuku	p u + k u k u	6633	6220	p u - + k u k u - - - - - - )		None	girardprototakanan
17069	reventar	cavinena	e-pu-ku	e-pu-ku	e + p u + k u	6633	6220	- e - + - - - - ) p u ( + k u - - - - - - - - )		None	girardprototakanan
17070	reventar	cavinena	pu-eu	pu-eu	p u + e u	6633	6220	p u - + e u - - - - - - - - )		None	girardprototakanan
17071	reventar	eseejja	po-ho-	po-ho-	p o + h o	6633	6220	p o - + h o - - - - - - - - )		None	girardprototakanan
17072	reventar	eseejja	xa-po-ho-ki-	xa-po-ho-ki-	x a + p o + h o + k i	6633	6220	x a - + - - - ) p o ( + h o + k i - - - - - )		None	girardprototakanan
17073	soft	prototakana	pu-	pu-	p u	6633	6220	p u -		None	girardprototakanan
17074	soft	tacana	pu-re-da	pu-re-da	p u + r e + d a	6633	6220	p u - + r e + d a - - - - - )		None	girardprototakanan
17075	soft	eseejja	kea-po	kea-po	k e a + p o	6633	6220	k e a + - - ) p o ( - - - - - - - - - - - )		None	girardprototakanan
17076	nominalizing agentive suffix	prototakana	-puki	-puki	p u k i	6655	6242	p u k i		N.B. The Kav. form, with irregular reflex, may be a loan.	girardprototakanan
17077	nominalizing agentive suffix	tacana	-pui	-pu(h)i	p u i	6655	6242	p u - i		None	girardprototakanan
17078	nominalizing agentive suffix	cavinena	-pohi	-pohi	p o h i	6655	6242	p o h i		None	girardprototakanan
17079	nominalizing agentive suffix	eseejja	-poxi	-poxi,-pioxi	p o x i	6655	6242	p o x i		None	girardprototakanan
17080	ant	prototakana	puki	puki	p u k i	6656	6243	p u k i ( - - - - - - )		None	girardprototakanan
17081	ant	tacana	pui-sasai	pui-sasai	p u i + s a s a i	6656	6243	p u - i ( + s a s a i )		None	girardprototakanan
17082	ant	cavinena	poki	poki	p o k i	6657	6243	p o k i ( - - - - - - )		None	girardprototakanan
17083	ant	eseejja	poxi-haha	poxi-haha	p o x i + h a h a	6656	6243	p o x i ( + h a h a - )		None	girardprototakanan
17084	ant	eseejja	pohi-sewi	pohi-sewi	p o h i + s e w i	6661	6248	p o h i ( + s e w i - )		None	girardprototakanan
17085	female	prototakana	puna	puna	p u n a	6662	6249	( - - - - - - - - ) p u n a ( - - - - - - - - )		None	girardprototakanan
17086	female	tacana	e-puna	e-puna	e + p u n a	6662	6249	( e + - - - - - - ) p u n a ( - - - - - - - - )		None	girardprototakanan
17087	female	tacana	e-puné	e-puné	e + p u n é/e	6663	6250	( e + - - - - - - - ) p u n é/e ( - - - - - - - - )		None	girardprototakanan
17088	female	tacana	e-puné-čidi	e-puné-čidi	e + p u n é/e + tʃ i d i	6664	6251	( e + - - - - - - - ) p u n é/e ( + tʃ i d i - - - )		None	girardprototakanan
17089	female	tacana	puna-hi	puna-hi	p u n a + h i	6662	6249	( - - - - - - - - ) p u n a ( + h i - - - - - )		None	girardprototakanan
17090	female	tacana	puna-hi-mave	puna-hi-mave	p u n a + h i + m a β e	6662	6249	( - - - - - - - - ) p u n a ( + h i + m a β e )		None	girardprototakanan
17091	female	tacana	e-puna-ve	e-puna-ve	e + p u n a + β e	6662	6249	( e + - - - - - - ) p u n a ( + β e - - - - - )		None	girardprototakanan
17092	female	tacana	puna-tia	puna-tia	p u n a + t i a	6662	6249	( - - - - - - - - ) p u n a ( + t i a - - - - )		None	girardprototakanan
17093	female	warisa	punáve	punáve	p u n !á/a β e	6662	6249	( - - - - - - - - ) p u n !á/a ( - β e - - - - - )		None	girardprototakanan
17094	female	araona	epuna	epuna	e p u n a	6662	6249	( e - - - - - - - ) p u n a ( - - - - - - - - )		None	girardprototakanan
17095	female	araona	ebaku-e-puna	ebaku-e-puna	e b a k u + e + p u n a	6662	6249	( e b a k u + e + ) p u n a ( - - - - - - - - )		None	girardprototakanan
17096	female	mabenaro	ipona	ipona	i p o n a	6662	6249	( i - - - - - - - ) p o n a ( - - - - - - - - )		None	girardprototakanan
17097	female	cavinena	e-pona	e-pona	e + p o n a	6662	6249	( e + - - - - - - ) p o n a ( - - - - - - - - )		None	girardprototakanan
17098	female	eseejja	e-pona	e-pona	e + p o n a	6662	6249	( e + - - - - - - ) p o n a ( - - - - - - - - )		None	girardprototakanan
17099	female	eseejja	epóna	epóna	e p !ó/o n a	6662	6249	( e - - - - - - - ) p !ó/o n a ( - - - - - - - - )		None	girardprototakanan
17100	female	eseejja	iponga	iponga	i p o ŋ a	6662	6249	( i - - - - - - - ) p o ŋ a ( - - - - - - - - )		None	girardprototakanan
17101	curucusí,luciérnaga	prototakana	purari	purari	p u r a r i	6665	6252	p u r a r i ( - - - - - - )		*pu2?	girardprototakanan
17102	curucusí,luciérnaga	tacana	puhai	puhai	p u h a i	6665	6252	p u h a - i ( - - - - - - )		None	girardprototakanan
17103	curucusí,luciérnaga	cavinena	porari	porari	p o r a r i	6665	6252	p o r a r i ( - - - - - - )		None	girardprototakanan
17104	curucusí,luciérnaga	cavinena	porari_ebari	porari ebari	p o r a r i + e b a r i	6665	6252	p o r a r i ( + e b a r i )		None	girardprototakanan
17105	transitivizer	prototakana	-ra	-ra	r a	6666	6670	r a		None	girardprototakanan
17106	to make, to kill	tacana	a	-a	a	6666	4705	- a -		None	girardprototakanan
17107	transitivizer	cavinena	-ra	-ra	r a	6666	6670	r a		None	girardprototakanan
17108	flesh	prototakana	rami	rami	r a m i	6667	5132	r a m i ( - )		None	girardprototakanan girardprotopanotakanan
17109	flesh	tacana	yami	yami	j a m i	6667	5132	j a m i ( - )		None	girardprototakanan
17110	flesh	warisa	yami	yami	j a m i	6667	5132	j a m i ( - )		None	girardprototakanan valenzuelazariquieypanotakana
17111	flesh	araona	yami	yami	j a m i	6667	5132	j a m i ( - )		None	girardprototakanan
17112	flesh	cavinena	e-rami	e-rami	e + r a m i	6667	2247 5132	( e + r a m i ( - )		None	girardprototakanan
17113	flesh	eseejja	eyami	eyami	e + j a m i	6667	1691 5132	e + j a m i ( - )		None	girardprototakanan
17114	flesh	arasa	éami	éami	é/e + !/j a m i	6667	1411 5132	é/e + !/j a m i ( - )		None	girardprototakanan
17115	este,aquí	prototakana	ree-	ree-~rei-	r e e	6668	6255	r e e ( - - - - - )		N.B. A single protoform, which would satisfy all languages, is difficult to set up. Van Wynen's Tak. and Armentia's Tak. are not at all in agreement. There is no evidence that *r would give Ese. h. All sets of demonstratives in Takanan present extreme difficulty in reconstruction, and we must assume either that Takanan demonstratives evolved in highly erratic and individual ways or that a number of protomorphemes may be involved, some of which at least superficially resembled each other.	girardprototakanan
17116	este,aquí	tacana	ye	ye	j e	6668	6255	j e - ( - - - - - )		None	girardprototakanan
17117	este,aquí	tacana	yeču	yeču	j e tʃ u	6668	6255	j e - ( tʃ u - - - )		None	girardprototakanan
17118	este,aquí	tacana	yepia	yepia	j e p i a	6668	6255	j e - ( p i a - - )		Armentia's forms: <ihe> 'este', <ihesa> 'de este', <ihesinecua> 'esta tarde', <iheve> 'este no más', all of which point to a <iʔe->, but also <ieichu> 'recién'	girardprototakanan
17119	este,aquí	cavinena	reeke	reeke	r e e k e	6668	6255	r e e ( k e - - - )		None	girardprototakanan
17120	este,aquí	cavinena	rewa	rewa	r e w a	6669	6256	r e - - ( w a - - - - - - - - - - )		None	girardprototakanan
17121	este,aquí	cavinena	rewaho	rewaho	r e w a h o	6670	6257	r e - - ( w a h o - - - - - - - - )		None	girardprototakanan
17122	este,aquí	cavinena	rewatopo	rewatopo	r e w a t o p o	6671	6258	r e - - ( w a t o p o - - - - - - )		None	girardprototakanan
17123	este,aquí	cavinena	riabarepa	riabarepa	r i a b a r e p a	6672	6259	r i - a ( b a r e p a - - - - - - )		None	girardprototakanan
17124	este,aquí	cavinena	riabarepatibene	riabarepatibene	r i a b a r e p a t i b e n e	6673	6260	r i - a ( b a r e p a t i b e n e )		None	girardprototakanan
17125	este,aquí	cavinena	riada	riada	r i a d a	6674	6261	r i - a ( d a - - - - - - - - - - )		None	girardprototakanan
17126	este,aquí	cavinena	riaihamahowa	riaihamahowa	r i a i h a m a h o w a	6675	6262	r i - a ( i h a m a h o w a - - - )		None	girardprototakanan
17127	este,aquí	cavinena	riahotidia	riahotidia	r i a h o t i d i a	6676	6263	r i - a ( h o t i d i a - - - - - )		None	girardprototakanan
17128	este,aquí	cavinena	riakama	riakama	r i a k a m a	6677	6264	r i - a ( k a m a - - - - - - - - )		None	girardprototakanan
17129	este,aquí	cavinena	riapihi	riapihi	r i a p i h i	6678	6265	r i - a ( p i h i - - - - - - - - )		None	girardprototakanan
17130	este,aquí	cavinena	rike	rike	r i k e	6679	6266	r i - - ( k e - - - - - - - - - - )		None	girardprototakanan
17131	este,aquí	cavinena	riyake	riyake	r i j a k e	6680	6267	r i j a ( k e - - - - - - - - - - )		Armentia's forms: <riebarepa> 'ayer', <reue> 'acá', <rie> 'este', <riquievaca> 'hoy', <riaddio> 'hoy, <riavecacajuqui> 'de hoy'	girardprototakanan
17132	este,aquí	eseejja	hikio	hikio	h i k i o	6668	6255	h i - ( k i o - - )		None	girardprototakanan
17133	este,aquí	eseejja	hikioho	hikioho	h i k i o h o	6668	6255	h i - ( k i o h o )		None	girardprototakanan
17134	este,aquí	eseejja	hikiakwa	hikiakwa	h i k i a kʷ a	6668	6255	h i - ( k i a kʷ a )		cognate?	girardprototakanan
